firstNames,familyName,program,id,idString,password,username,isTeacher,isAdmin,isStudent
Arsalan Feng Achille,Viiliäinen,KEM2,6224,utu:6224,av1234,arfeac,0,0,1
Raminpoika Rene Onerva,Närkki,TAL,6233,utu:6233,rn1234,rareon,0,0,1
Maarika,Korpimies,TIE6,6237,utu:6237,mk1234,makorp,0,0,1
Lumikki Jolene Marfa,Yliherva,MOL2,6246,utu:6246,ly1234,lujoma,0,0,1
Yoda Anssinpoika,Ehramaa,MAA,6250,utu:6250,ye1234,yoaneh,0,0,1
Heli-Hannele,Sulanen,SOS3,6258,utu:6258,hs1234,hehasu,0,0,1
Cristel,Kyyrönen,BIO2,6267,utu:6267,ck1234,crkyyr,0,0,1
Lars-Christian,Kelly,KAN,6275,utu:6275,lk1234,lachke,0,0,1
Gulli Lumituulia,Tammikivi,KAN,6282,utu:6282,gt1234,guluta,0,0,1
Roopenpoika Miroslaw,Eräkangas,KRE,6286,utu:6286,re1234,romier,0,0,1
Heli-Johanna Aleksa,Lauttaanaho,MOL2,6288,utu:6288,hl1234,hejoal,0,0,1
Esko-Pekka Salomo,Özkan,KAU4,6290,utu:6290,eö1234,espesa,0,0,1
Kalle-Petteri Abubakar,Marstio,YRI2,6294,utu:6294,km1234,kapeab,0,0,1
Awa Ayse,Henriksén,YRI2,6304,utu:6304,ah1234,awayhe,0,0,1
Amilda Helly,Luokkamäki,MAA2,6314,utu:6314,al1234,amhelu,0,0,1
Magan Huner West,Tulijoki,KUL2,6321,utu:6321,mt1234,mahuwe,0,0,1
Faysal Antti-Mikael,Skaag,KAN,6322,utu:6322,fs1234,faanmi,0,0,1
Mohamud Carlo Marwin,Kytövaara,KAU2,6325,utu:6325,mk1234,mocama,0,0,1
Ange Melvin,Kangasniemi,FYS3,6334,utu:6334,ak1234,anmeka,0,0,1
Ernest Simone Masi,Valde,FYS,6340,utu:6340,ev1234,ersima,0,0,1
Fei Tanner Akil,Markki,KAU3,6348,utu:6348,fm1234,fetaak,0,0,1
Arni Leevinpoika Eevertti,Muuvila,GEO,6355,utu:6355,am1234,arleee,0,0,1
Surya,Karpoff,POL3,6364,utu:6364,sk1234,sukarp,0,0,1
Erfan,Uusi-Oukari,TAL3,6372,utu:6372,eu1234,eruusi,0,0,1
Memmu Fatemah Yanna,Kiivanen,MAA2,6373,utu:6373,mk1234,mefaya,0,0,1
Moshe Nero Ruska,Kekkonen,LAS3,6374,utu:6374,mk1234,moneru,0,0,1
Maiju-Leena Aisha,Tsutsunen,MUS,6379,utu:6379,mt1234,maleai,0,0,1
Jaroslava Taija-Maria,Venninen,YRI2,6380,utu:6380,jv1234,jatama,0,0,1
Aapeli Sisu Denzel,Pronin,KUL3,6388,utu:6388,ap1234,aaside,0,0,1
Vadelmiina Svenja Inaria,Vakoniemi,FOL2,6397,utu:6397,vv1234,vasvin,0,0,1
Joa Lino C,Ulfves,TIE6,6398,utu:6398,ju1234,jolicu,0,0,1
Fianna Elwira,Lagerkrans,BIO3,6407,utu:6407,fl1234,fiella,0,0,1
Ansar Zen,Ylimäki,TER,6411,utu:6411,ay1234,anzeyl,0,0,1
Maud Kiera,Karmitsa,FYS4,6413,utu:6413,mk1234,makika,0,0,1
Vilka Lumitähti Subhi,Keskisipilä,LAS2,6422,utu:6422,vk1234,vilusu,0,0,1
Martins Osmonpoika Vilkku,Aerila,YRI,6426,utu:6426,ma1234,maosvi,0,0,1
Doreen,Lampiranta,MOL,6431,utu:6431,dl1234,dolamp,0,0,1
Sanna-Liisa Lorena,Sundsten,TIE2,6440,utu:6440,ss1234,salilo,0,0,1
Doora Iina-Liisa,Jäppilä,KIR,6442,utu:6442,dj1234,doiili,0,0,1
Per Gibril,Heinua,MAA,6449,utu:6449,ph1234,pegihe,0,0,1
Paavo-Matti Jerkka,Rahimy,POL3,6450,utu:6450,pr1234,pamaje,0,0,1
Marjana Anni-Olivia,Leppäjärvi,LAS2,6455,utu:6455,ml1234,maanol,0,0,1
Vili-Veikka Athos,Luntta,KAU,6458,utu:6458,vl1234,viveat,0,0,1
Sava,Nuojua,TIE6,6459,utu:6459,sn1234,sanuoj,0,0,1
Enrik Jaakkima Svein,Kolu,RAN,6463,utu:6463,ek1234,enjasv,0,0,1
Marna Ambrosia Natacha,Komssi,KAS,6469,utu:6469,mk1234,maamna,0,0,1
Hasse,Tikkala,KAS2,6475,utu:6475,ht1234,hatikk,0,0,1
Küllike,Turigin,USK,6484,utu:6484,kt1234,klturi,0,0,1
Ninni-Maria,Paimela,PSY,6492,utu:6492,np1234,nimapa,0,0,1
Bess Lumia,Nummisalo,FYS2,6495,utu:6495,bn1234,belunu,0,0,1
Nooa Num Festus,Myssylä,BIO3,6503,utu:6503,nm1234,nonufe,0,0,1
Eskil Tom-Christian,Vajanto,SUO2,6507,utu:6507,ev1234,estoch,0,0,1
Abdelhamid,Törnroth,ITA,6511,utu:6511,at1234,abtrnr,0,0,1
Nil Torhild Käpy,Pylkkänen,MAR2,6516,utu:6516,np1234,nitokp,0,0,1
Isabelle,Kopeli,ARK2,6519,utu:6519,ik1234,iskope,0,0,1
Annada Jenni-Liisa,Mäkimartti,MAA,6523,utu:6523,am1234,anjeli,0,0,1
Jan-Markus Walle,Borisoff,MOL3,6533,utu:6533,jb1234,jamawa,0,0,1
Rebwar Edu Master,Pirttikangas,TAL,6542,utu:6542,rp1234,reedma,0,0,1
Vennu Adriatik,Popov,JOH,6552,utu:6552,vp1234,veadpo,0,0,1
Xiang Fransesca Betra,Karelius,KAS5,6561,utu:6561,xk1234,xifrbe,0,0,1
Vicktor Adan Fahd,Koenkytö,TAL5,6568,utu:6568,vk1234,viadfa,0,0,1
Irini Naima Akveliina,Runsala,KIE,6577,utu:6577,ir1234,irnaak,0,0,1
Voima,Suppula,SUO4,6586,utu:6586,vs1234,vosupp,0,0,1
Younas Evgenij Mhamed,Koivuluoma,SUO,6596,utu:6596,yk1234,yoevmh,0,0,1
Miku Adar,Westermarck,BIO,6603,utu:6603,mw1234,miadwe,0,0,1
Jericho,Lapio,FYS3,6607,utu:6607,jl1234,jelapi,0,0,1
Jusef Grigori Ardian,Vahanen,FOL,6617,utu:6617,jv1234,jugrar,0,0,1
Melian Seija-Leena,Tikanoja,KAU2,6624,utu:6624,mt1234,mesele,0,0,1
Kaisu-Maarit Abdulkareem,Sarvi,TEO,6629,utu:6629,ks1234,kamaab,0,0,1
Odin Gholam,Keränen,LAT,6639,utu:6639,ok1234,odghke,0,0,1
Krista-Marie Annariina,Laurinkoski,LUO2,6643,utu:6643,kl1234,krmaan,0,0,1
Roosa-Maaria,Vikström,VAL,6645,utu:6645,rv1234,romavi,0,0,1
Tabassum Saija-Sisko,Töysä,KAU5,6649,utu:6649,tt1234,tasasi,0,0,1
Liban Agnès Miimu,Ingalsuo,JOH2,6658,utu:6658,li1234,liagmi,0,0,1
Heineri Iaroslav,Tommola,KAN,6665,utu:6665,ht1234,heiato,0,0,1
Mariel Katjaana Inaaya,Vartia,KAU3,6670,utu:6670,mv1234,makain,0,0,1
Marsel Galal,Rytkö,MON,6677,utu:6677,mr1234,magary,0,0,1
Janni Eeva Charlot,Sääskilahti,KAN,6683,utu:6683,js1234,jaeech,0,0,1
Luan,Eriksen,LAS,6685,utu:6685,le1234,luerik,0,0,1
Thoa Homa,Kotkaranta,SOS,6692,utu:6692,tk1234,thhoko,0,0,1
Adelyn Efrosini Hediye,Luolamo,TIE5,6693,utu:6693,al1234,adefhe,0,0,1
Vivian,Krekilä,BIO5,6694,utu:6694,vk1234,vikrek,0,0,1
Isse Sattar Seveliina,Penttonen,BIO3,6696,utu:6696,ip1234,issase,0,0,1
Mari-Hannele Zahia,Risteli,KOU,6697,utu:6697,mr1234,mahaza,0,0,1
Runborg Kukkamaaria Melissa,Korpikallio,VEN,6704,utu:6704,rk1234,rukume,0,0,1
Tiia-Maija Heike,Koskitalo,KAU4,6709,utu:6709,tk1234,timahk,0,0,1
Abdirisaq,Simi,YRI,6712,utu:6712,as1234,absimi,0,0,1
Augustinus,Jalo,BIO,6715,utu:6715,aj1234,aujalo,0,0,1
Tri Rollo Simen,Stagnäs,LAS2,6720,utu:6720,ts1234,trrosi,0,0,1
Petra Lyn Merica,Hannukkala,KAU4,6724,utu:6724,ph1234,pelyme,0,0,1
Sakri Viacheslav,Peräsalo,KAS,6728,utu:6728,sp1234,savipe,0,0,1
Cherie,Alaoja,TIE3,6732,utu:6732,ca1234,chalao,0,0,1
Tuulevi,Juusti,KAU4,6733,utu:6733,tj1234,tujuus,0,0,1
Azhaar Apolonia Oana,Hannu,TAL5,6741,utu:6741,ah1234,azapoa,0,0,1
Jan-Ola Rope,Mollgren,KAU3,6748,utu:6748,jm1234,jaolro,0,0,1
Mischa Nino Zoja,Määttänen,KIE,6751,utu:6751,mm1234,minizo,0,0,1
Ibadete Maaru,Oivukka,GEO,6754,utu:6754,io1234,ibmaoi,0,0,1
Kanerva Lauri-Mikael,Hyriäinen,BIO,6757,utu:6757,kh1234,kalami,0,0,1
Stine,Mattlar,TIE4,6759,utu:6759,sm1234,stmatt,0,0,1
Lintu Gay,Myllö,ESP,6766,utu:6766,lm1234,ligamy,0,0,1
Guhad Kosmos Aadolf,Harjulampi,JOH,6771,utu:6771,gh1234,gukoaa,0,0,1
Tähkä Lele Thu,Nysten,KOU,6780,utu:6780,tn1234,thleth,0,0,1
Tarjaana Esi Yrsa,Sundén,MAS,6781,utu:6781,ts1234,taesyr,0,0,1
Nika Sami-Veikko,Vahla,ARK2,6786,utu:6786,nv1234,nisave,0,0,1
Jaafet Laurentius Amani,Kaakkurivaara,TEK,6788,utu:6788,jk1234,jalaam,0,0,1
Zelda Kendi Linh,Eini,EKO,6792,utu:6792,ze1234,zekeli,0,0,1
Vjollca Sasha Arianne,Tsutsunen,SOS2,6800,utu:6800,vt1234,vjsaar,0,0,1
Erica Emma-Leena,Burton,KOU,6803,utu:6803,eb1234,eremle,0,0,1
Bach Abdulrahman Ingegärd,Joutseno,KAS3,6805,utu:6805,bj1234,baabin,0,0,1
Pehr-Olof Sanjay,Siikaniemi,SAK,6815,utu:6815,ps1234,peolsa,0,0,1
Alexiina Kyllevi Azin,Latonummi,YMP,6819,utu:6819,al1234,alkyaz,0,0,1
Perttuli Saied Kalevi,Nordgren,KAN,6826,utu:6826,pn1234,pesaka,0,0,1
Kirstin Tuiri Renita,Gelle,FOL2,6833,utu:6833,kg1234,kiture,0,0,1
Teemu-Tapio Maik,Kaukonen,KAS2,6838,utu:6838,tk1234,tetama,0,0,1
Helmi-Helena Helinä,Portin,ASI,6845,utu:6845,hp1234,hehehe,0,0,1
Per-Ove Amos,Leva,ASI,6849,utu:6849,pl1234,peovam,0,0,1
Jan-Juhani Pravin,Björkroth,MAT2,6859,utu:6859,jb1234,jajupr,0,0,1
Edea Merita Abdikadir,Iloranta,ASI,6861,utu:6861,ei1234,edmeab,0,0,1
Sibylla Ibrahim,Pintamo-Kenttälä,KAS,6865,utu:6865,sp1234,siibpi,0,0,1
Sammeli Randall Naim,Stråhlman,TER2,6867,utu:6867,ss1234,sarana,0,0,1
Tilja Shugri,Viuhko,TIE4,6875,utu:6875,tv1234,tishvi,0,0,1
Immikki Pinja-Riikka,Haavistola,TIE3,6878,utu:6878,ih1234,impiri,0,0,1
Asta Marzia Ruweyda,Heliniemi,ELI,6881,utu:6881,ah1234,asmaru,0,0,1
Aminda Iina Tordis,Kubin,KRE,6891,utu:6891,ak1234,amiito,0,0,1
Jenni-Stiina Emeli,Karesti,LOG,6893,utu:6893,jk1234,jestem,0,0,1
Malinda Sanna-Elina,Hyrkkänen,MED2,6897,utu:6897,mh1234,masael,0,0,1
Untamo Bengt-Ove,Harmonen,BIO3,6901,utu:6901,uh1234,unbeov,0,0,1
Tiffany Andrea,Kråkström,KAS5,6909,utu:6909,tk1234,tiankr,0,0,1
Jarkko Atte-Pekka,Jukanen,MOL3,6912,utu:6912,jj1234,jaatpe,0,0,1
Sanna-Maija Salina,Murtoo,KUL2,6920,utu:6920,sm1234,samasm,0,0,1
Annoora Emelia Victorina,Sederström,FYS,6930,utu:6930,as1234,anemvi,0,0,1
Tapio Heinrich Selmer,Rapola,TIL,6937,utu:6937,tr1234,tahese,0,0,1
Amandla,Malander,KIR,6940,utu:6940,am1234,ammala,0,0,1
Yagmur Razia Adalia,Tick,ELI,6946,utu:6946,yt1234,yaraad,0,0,1
Janna,Huuki,POL2,6947,utu:6947,jh1234,jahuuk,0,0,1
Tete Ida-Mariia,Beka,USK,6948,utu:6948,tb1234,teidma,0,0,1
Suvi-Marjut Selvi,Rahim,KOU,6955,utu:6955,sr1234,sumase,0,0,1
Tiila Sannamari Eliis,Mauranen,TIE2,6956,utu:6956,tm1234,tisael,0,0,1
Iia Aliah Nellie,Finér,ASI,6965,utu:6965,if1234,iialne,0,0,1
Elinantytär Dafina Seida,Keravuo,KUL,6975,utu:6975,ek1234,eldase,0,0,1
Sipan Mika-Matti,Hanelius,PSY,6977,utu:6977,sh1234,simimh,0,0,1
Su Meea-Maria,Ponkiniemi,BIO2,6985,utu:6985,sp1234,sumema,0,0,1
Mikayla Maj-Len,Donning,POL2,6993,utu:6993,md1234,mimale,0,0,1
Pranee Hetastiina Adalmiina,von Veh,USK,6994,utu:6994,pv1234,prhead,0,0,1
Alfret Masoud Idriss,Stirkkinen,FOL,7003,utu:7003,as1234,almaid,0,0,1
Xing,Kramsu,KOT,7004,utu:7004,xk1234,xikram,0,0,1
Tyttö,Siintola,KAU5,7006,utu:7006,ts1234,tysiin,0,0,1
Ukko-Pekka,Ryymin,YMP,7009,utu:7009,ur1234,ukpery,0,0,1
Maiju,Väljä,KEM2,7016,utu:7016,mv1234,maivlj,0,0,1
Markuksenpoika,Kristiansen,TER,7021,utu:7021,mk1234,makris,0,0,1
Rena,Pyöriäinen,BIO5,7029,utu:7029,rp1234,repyri,0,0,1
Keijonpoika,Grönborg,MOL3,7033,utu:7033,kg1234,kegrnb,0,0,1
Aye Hirsch Aaku,Fraser,KEM2,7041,utu:7041,af1234,ayhiaa,0,0,1
Erja,Sandborg,KAS,7050,utu:7050,es1234,ersand,0,0,1
Frans-Oscar Jakob,Lotti,MOL3,7056,utu:7056,fl1234,frosja,0,0,1
Lioubov Kisu Samanta,Petäys,TIE4,7063,utu:7063,lp1234,likisa,0,0,1
Juusonpoika Signar Hakim,Snygg,KAS4,7070,utu:7070,js1234,jusiha,0,0,1
Sixten Abdul-Latif,Kelonen,TIE4,7073,utu:7073,sk1234,siabla,0,0,1
Prince Juho-Perttu,Outakoski,KRE,7083,utu:7083,po1234,prjupe,0,0,1
Sevin,Holmala,TER2,7090,utu:7090,sh1234,seholm,0,0,1
Nilsdotter Hannareetta Nancy,Finnig,LUO2,7094,utu:7094,nf1234,nihana,0,0,1
Vincenzo,Lillbacka,LAS3,7098,utu:7098,vl1234,vilill,0,0,1
Kadir Kazimierz Heikka,Valonen,KIE,7104,utu:7104,kv1234,kakahe,0,0,1
Wali Ville-Mikko,Gardemeister,LAS3,7114,utu:7114,wg1234,wavimi,0,0,1
Sadiya Jenna-Sofia,Laihola,RAN,7117,utu:7117,sl1234,sajeso,0,0,1
Sabiriin Sandi,Dahlros,ASI,7124,utu:7124,sd1234,sasada,0,0,1
Tuula-Marjatta Pepita,Ohtamaa,ELI,7130,utu:7130,to1234,tumape,0,0,1
Yagmur Piia-Susanna,Helskyaho,KAS3,7132,utu:7132,yh1234,yapisu,0,0,1
Artina Riia Iqlaas,Lantta,TIE3,7142,utu:7142,al1234,arriiq,0,0,1
Loc,Halkosaari,TAL3,7146,utu:7146,lh1234,lohalk,0,0,1
Juho-Eerik Foad,Kaariniemi,SUO3,7147,utu:7147,jk1234,jueefo,0,0,1
Vanesa Piita,Krigsman,KIE2,7152,utu:7152,vk1234,vapikr,0,0,1
Faysal Mona-Liisa,Kurikkaoja,KAS5,7156,utu:7156,fk1234,famoli,0,0,1
Andriy Veli-Juhani,Alppi,KAU,7162,utu:7162,aa1234,anveju,0,0,1
Luja,Ujanen,ENG,7172,utu:7172,lu1234,luujan,0,0,1
Hannakaisa Thuong Mirjaliisa,Lehtikangas,TIE5,7178,utu:7178,hl1234,hathmi,0,0,1
Ville-Santeri Andrée,Noukkala,TAL3,7188,utu:7188,vn1234,visaan,0,0,1
Maisie,Isoaho,KAN,7198,utu:7198,mi1234,maisoa,0,0,1
Ganesh Miron Janek,Strengell,MAR2,7204,utu:7204,gs1234,gamija,0,0,1
Alwar Pieti,Leväinen,SAK,7209,utu:7209,al1234,alpile,0,0,1
Riinu Mery Jorunn,Ylikahri,YRI2,7214,utu:7214,ry1234,rimejo,0,0,1
Thorsten Leontius Adonis,Luojus,EKO,7218,utu:7218,tl1234,thlead,0,0,1
Morad Aatto,Majamäki,KAS4,7227,utu:7227,mm1234,moaama,0,0,1
Cathrine Floora Katriine,Mäkiaho,BIO5,7231,utu:7231,cm1234,caflka,0,0,1
Rosaline Jody Emilia,Yli-Jaakkola,YRI2,7235,utu:7235,ry1234,rojoem,0,0,1
Tyyko,Suntioinen,KAS5,7241,utu:7241,ts1234,tysunt,0,0,1
Tadesse Heikki Kirka,Rinta-Jaskari,TIE7,7247,utu:7247,tr1234,taheki,0,0,1
François,Parantala,ARK2,7255,utu:7255,fp1234,frpara,0,0,1
Parinaz Lassentytär Elisbeth,Horttanainen,TOI,7265,utu:7265,ph1234,palael,0,0,1
Marsel Abdu Oluwademilade,Hommy,SUO3,7267,utu:7267,mh1234,maabol,0,0,1
Freesia Marjaana Magali,Hirsikoski,POL3,7277,utu:7277,fh1234,frmama,0,0,1
Geo Rhys Elwin,Müller,BIO4,7283,utu:7283,gm1234,gerhel,0,0,1
Mikko-Juhani Hashem,Pitkälä,MED,7293,utu:7293,mp1234,mijuha,0,0,1
Wilmer Nicklas Maco,Uski,OIK,7299,utu:7299,wu1234,winima,0,0,1
Lilibeth Zakia,Saarnisto,MED2,7308,utu:7308,ls1234,lizasa,0,0,1
Ivalo,Suvisaari,SUO2,7315,utu:7315,is1234,ivsuvi,0,0,1
Edgardo Jurva,Parvela,TEO,7316,utu:7316,ep1234,edjupa,0,0,1
Oona-Mari Hymy,Nivala,KLA,7317,utu:7317,on1234,oomahy,0,0,1
Georgiev Veli-Jukka,Ottavainen,KIE,7322,utu:7322,go1234,geveju,0,0,1
Sevda Anju,Aittolahti,MOL3,7328,utu:7328,sa1234,seanai,0,0,1
Resat Mateus,Lê,ARK,7334,utu:7334,rl1234,rematl,0,0,1
Adessa Britel Sikri,Poikkijoki,LAS3,7344,utu:7344,ap1234,adbrsi,0,0,1
Vesse Nazar Siimeon,Läheniemi,POL2,7354,utu:7354,vl1234,venasi,0,0,1
Alexius Arri Anselmus,Purtola,ARK,7361,utu:7361,ap1234,alaran,0,0,1
Jung Husam Christiaan,Linja,TAL4,7369,utu:7369,jl1234,juhuch,0,0,1
Hope Eriika Qasim,Nyqvist,ITA,7379,utu:7379,hn1234,hoerqa,0,0,1
Hessu Naattan Jasem,Mattfolk,KEM,7387,utu:7387,hm1234,henaja,0,0,1
Kiran Niki Evianna,Pinta,TAL4,7395,utu:7395,kp1234,kiniev,0,0,1
Safaa Nilla Niia,Hytönen,TOI,7397,utu:7397,sh1234,sanini,0,0,1
Osku,Apilainen,TAL2,7398,utu:7398,oa1234,osapil,0,0,1
Stefanos Arafat Hesse,Länsiharju,ARK,7399,utu:7399,sl1234,starhe,0,0,1
Brady Indrek,Kalin,KAS4,7406,utu:7406,bk1234,brinka,0,0,1
Pirkka-Pekka,Leeve,TOI,7416,utu:7416,pl1234,pipele,0,0,1
Mansour Fei Joonis,Helaakoski,BIO3,7417,utu:7417,mh1234,mafejo,0,0,1
Sesse Ulla-Elina,Williams,MAT2,7418,utu:7418,sw1234,seulel,0,0,1
Niina-Maija Mimmi,Asukas,POL3,7419,utu:7419,na1234,nimami,0,0,1
Jocke Vince Lazaro,Vilppo,KEM2,7427,utu:7427,jv1234,jovila,0,0,1
Rrahim Sven-Gustav,Alasimi,SOS,7435,utu:7435,ra1234,rrsvgu,0,0,1
Saffron Leenantytär Natalia,Paloniemi,EKO,7437,utu:7437,sp1234,salena,0,0,1
Ingmar Jayson Crispian,Jalli,KAS3,7438,utu:7438,ij1234,injacr,0,0,1
Xinyi,Linne,FIL,7446,utu:7446,xl1234,xilinn,0,0,1
Gheorghe Redon Alban,Schreck,TAL3,7447,utu:7447,gs1234,ghreal,0,0,1
Helmi-Riitta,Hoppi,TEK,7449,utu:7449,hh1234,heriho,0,0,1
Tancred,Tarmo,LAS2,7457,utu:7457,tt1234,tatarm,0,0,1
Riia-Liisa Mu,Aarela,MAT2,7464,utu:7464,ra1234,rilimu,0,0,1
Irma-Riitta,Svanström,TEO,7467,utu:7467,is1234,irrisv,0,0,1
Morten,Ala-Kotila,ESP,7473,utu:7473,ma1234,moala ,0,0,1
Naiimo Alekseevna Elizaveta,Lehtonotko,MAT2,7475,utu:7475,nl1234,naalel,0,0,1
Ruuno Zana,Vuong,TEO,7485,utu:7485,rv1234,ruzavu,0,0,1
Georgine,Råstedt,KAU3,7487,utu:7487,gr1234,gerste,0,0,1
Magga,Morozov,TOI,7491,utu:7491,mm1234,mamoro,0,0,1
Dmitrievna Aino-Tuulia,Kim,KAS3,7495,utu:7495,dk1234,dmaitu,0,0,1
Maria-Susanna Dea,Block,MOL,7504,utu:7504,mb1234,masude,0,0,1
Niini,Al-Faisal,KAS2,7509,utu:7509,na1234,nial f,0,0,1
Agape,Kolhonen,TOI,7519,utu:7519,ak1234,agkolh,0,0,1
Benedictus Xing,Kirkko-Jaakkola,USK,7523,utu:7523,bk1234,bexiki,0,0,1
Karlotte Inessa Tani,Toponen,TEK,7529,utu:7529,kt1234,kainta,0,0,1
Elisbeth,Leimala,SOS,7539,utu:7539,el1234,elleim,0,0,1
Deego Victorine Henrica,von Veh,MON,7549,utu:7549,dv1234,devihe,0,0,1
Marie-Therese Annetta,Kristén,ARK2,7556,utu:7556,mk1234,mathan,0,0,1
Joda Veljo Augustine,Mäisti,KEM,7564,utu:7564,jm1234,joveau,0,0,1
Jenna-Liisa Metti,Viherkanto,MAR,7572,utu:7572,jv1234,jelime,0,0,1
Vantte Kuuno Edvi,Keiski,HAM,7577,utu:7577,vk1234,vakued,0,0,1
Kuunsäde Wali Beatrix,Ratsula,FYS2,7583,utu:7583,kr1234,kuwabe,0,0,1
Bader Shaker András,Tarjanne,MON,7589,utu:7589,bt1234,bashan,0,0,1
Aisling Havu Mariella,Linho,LUO,7595,utu:7595,al1234,aihama,0,0,1
Eivind Soliman Doan,Kustula,SUO2,7599,utu:7599,ek1234,eisodo,0,0,1
Ulla-Kaija Sihaam,Urholin,KIE,7606,utu:7606,uu1234,ulkasi,0,0,1
Min Ilse-Marie,Linnas,ESP,7611,utu:7611,ml1234,miilma,0,0,1
Adalbert Fionn Otsonpoika,Boije,GEO2,7613,utu:7613,ab1234,adfiot,0,0,1
Salem Ko Eenok,Vähärautio,FOL2,7622,utu:7622,sv1234,sakoee,0,0,1
Minnantytär,Ahlkvist,YLE,7630,utu:7630,ma1234,miahlk,0,0,1
Ilaria Íris Güzel,Kandelin,YMP,7632,utu:7632,ik1234,ilrigz,0,0,1
Hicham,Eromäki,YLE2,7633,utu:7633,he1234,hierom,0,0,1
Lizeth Sennu Isse,Teräväinen,MAR,7638,utu:7638,lt1234,liseis,0,0,1
Arnikki Nara Cuc,Löfman,MAT,7647,utu:7647,al1234,arnacu,0,0,1
Vasiliki Haashi,Blankenstein,GEO2,7657,utu:7657,vb1234,vahabl,0,0,1
Marley Kwabena Rudi,Kesävaara,ARK2,7663,utu:7663,mk1234,makwru,0,0,1
Bobo Simppa Walther,Kontuniemi,SUO,7665,utu:7665,bk1234,bosiwa,0,0,1
Dorthy Jacoba Solveig,Mörsky,YRI,7675,utu:7675,dm1234,dojaso,0,0,1
Arviid Joni-Matti,Fransila,KAU5,7681,utu:7681,af1234,arjoma,0,0,1
Mio Eko Furkan,Lolax,LOG,7691,utu:7691,ml1234,miekfu,0,0,1
Willem Sehmus Mustaf,Svensson,KAS4,7696,utu:7696,ws1234,wisemu,0,0,1
Jayson,Thomsson,SOS2,7704,utu:7704,jt1234,jathom,0,0,1
Emi Eine,Uusivirta,TER2,7709,utu:7709,eu1234,emeiuu,0,0,1
Catina,Puupponen,YRI,7710,utu:7710,cp1234,capuup,0,0,1
Riikkamari Shekinah Beeda,Wahlstén,BIO4,7714,utu:7714,rw1234,rishbe,0,0,1
Jukka-Petri Olai,Pannimaa,FOL2,7720,utu:7720,jp1234,jupeol,0,0,1
Loghman,Jäälinoja,POL2,7724,utu:7724,lj1234,lojlin,0,0,1
Dia Josi Francis,Korkeasalo,NAI,7732,utu:7732,dk1234,dijofr,0,0,1
Pippa Eeva-Maria,Mannström,TOI,7738,utu:7738,pm1234,pieema,0,0,1
Mirja-Riitta Mahamud,Kaasila,MOL2,7742,utu:7742,mk1234,mirima,0,0,1
Simopekka Sten-Olof,Kulonpää,TAL4,7749,utu:7749,sk1234,sistol,0,0,1
Olli-Juhani,Brück,TIE6,7754,utu:7754,ob1234,oljubr,0,0,1
Matti-Olavi Ragnvald,Virtapuro,KAN2,7761,utu:7761,mv1234,maolra,0,0,1
Phuoc,Paloneva,YMP,7763,utu:7763,pp1234,phpalo,0,0,1
Repekka Candice Harper,Harju-Seppänen,KAS5,7771,utu:7771,rh1234,recaha,0,0,1
Alponpoika Valenti Nasim,Bogdanov,KIE,7775,utu:7775,ab1234,alvana,0,0,1
Hanna-Karin Meeria,Airaksinen,ARK,7781,utu:7781,ha1234,hakame,0,0,1
Juha-Ville Boleslaw,Skonbäck,FYS,7791,utu:7791,js1234,juvibo,0,0,1
Eri Laureline Belén,Remmer,MAS,7792,utu:7792,er1234,erlabe,0,0,1
Aksinja Saritta Maryelle,Enala,TER2,7800,utu:7800,ae1234,aksama,0,0,1
Predrag Tuhto Jazz,Auersalo,BIO5,7810,utu:7810,pa1234,prtuja,0,0,1
Sevanja Jen Henniina,Takalo,SOS2,7812,utu:7812,st1234,sejehe,0,0,1
Shabo Magreta Binh,Långström,ELI,7820,utu:7820,sl1234,shmabi,0,0,1
Jenissa Vailet Yessica,Selkilä,TAL2,7830,utu:7830,js1234,jevaye,0,0,1
Saarni,Eliassi,MAR2,7838,utu:7838,se1234,saelia,0,0,1
Konstantinos Doh Alem,Backa,LUO,7840,utu:7840,kb1234,kodoal,0,0,1
Matts-Erik Elshiekh,Suojalehto,KAS2,7849,utu:7849,ms1234,maerel,0,0,1
Salvatore Akash,Ruohtula,VAL,7850,utu:7850,sr1234,saakru,0,0,1
Quan Bamidele Hayden,Viljander,TER,7857,utu:7857,qv1234,qubaha,0,0,1
Yury Juri Osvi,Viherkanto,TIE5,7862,utu:7862,yv1234,yujuos,0,0,1
Fabien Jope Dario,Laaksolahti,MAR2,7866,utu:7866,fl1234,fajoda,0,0,1
Valmir Huner Kian,Yli-Äyhö,KAU5,7868,utu:7868,vy1234,vahuki,0,0,1
Assad Fabricio,Siikaoja,MAA2,7871,utu:7871,as1234,asfasi,0,0,1
Denisa Kateriina Zaineb,Savaloja,LAS2,7874,utu:7874,ds1234,dekaza,0,0,1
Iivar Ansumana Uule,Prest,TIE2,7879,utu:7879,ip1234,iianuu,0,0,1
Lucille Marissa Meela,Nguyen,OHJ,7882,utu:7882,ln1234,lumame,0,0,1
Valo,Rösgren,TER,7889,utu:7889,vr1234,varsgr,0,0,1
Miamaria Ray Valbone,Ustinov,YRI2,7890,utu:7890,mu1234,mirava,0,0,1
Nicolé Minna-Leena,And,TER,7900,utu:7900,na1234,nimile,0,0,1
Fredriksdotter Mei Adolfiina,Ollinkangas,TIL,7910,utu:7910,fo1234,frmead,0,0,1
